"","Review_Date","Author_Name","Vehicle_Title","Review_Title","Review","Rating","model_year","model"
"153",2017-06-17,"Thomas","2016 BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)","Totally love my GT!!","I have nothing to say but positive things about my GT [HTML removed].  I've had it for a bit over 2 1/2 years and I still love driving it.  I find reasons to drive it.  ""Oh honey, I forgot something at Home Depot.""  ""Honey, do you want something from the store?  I'll go get it.""  Not only is it quick (0-60 in 6 seconds is no slouch) but I have hauled a 50 gallon water tank, a 12.5"" compound miter saw and portable stand, and a 9.9 cu/ft refrigerator and still closed the hatch.  Sure it does not accelerate or handle like the 4-series Gran Coupe but it is a whole lot easier for me to get in and out of (6'1"" and 260 lbs) and more comfortable.  My dealership (BMW of Ontario, CA) is also FANTASTIC.  Great sales and support team.",5,2016," BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)"
"154",2016-12-26,"Andrew","2016 BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)","My Mach 5","Love this car since I first saw it on the Charlottesville Va dealership lot.  Gets all the looks in the office parking lot.  Getting behind the wheel is a thrill each time I hit the push button start.  Exterior and interior second to none.  White and tan interior.  My Mach 5 without the red M.",5,2016," BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)"
"155",2016-11-22,"Tom R.","2016 BMW 3 Series Gran Turismo Hatchback 335i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A)","Fabulous","This car checks all the boxes for me.  It is fun to drive, smooth and quiet, and very practical.  It was delivered in perfect condition, free from any defects.   It is beautiful too, regardless of what the ""boy racer"" aficionados think.  To get just what I wanted I ordered out and had it made.  It took them a little less than 6 weeks to get it made in Germany and delivered to me.  I think this is pretty darn good, since the last BMW I ordered was assembled in Spartanburg SC, USA and it took over 4 weeks.   There was no learning curve at all for me to learn how to use the tech and other features on this car, since I was a returning BMW customer.   BMW does a good job of training new customers with their product experts at the dealership also.  The sales and service experience at my dealership have been outstanding.  I am looking forward to some great road trips in this ""dream machine"".",5,2016," BMW 3 Series Gran Turismo Hatchback 335i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A)"
"156",2016-09-09,"John McDonough","2016 BMW 3 Series Gran Turismo Hatchback 335i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A)","$60K+ Fun to drive, but has some interior rattles","At times I think this is the Ultimate Rattler.  Less than two weeks into ownership and there are LOUD rattles emanating from the plastic entertainment console. Simply pressing on the frame halts the annoyance for a brief time or until the next bump.  Other rattles are starting and can't determine their source.  My 10 year old Infinitis have zero rattles.  This car is difficult to get in and out from and the command center is not very intuitive. I'm 6'2"" and sports seats have good support but the seat section could be wider. More than enough leg room, which is great. The car has terrific storage capacity, comparable or better than many SUV's. Never have to worry about the car bottoming out on rough road or a steep driveway, as it rides fairly high. AWD gives immediate handling confidence. Update 03/18/17: Still enjoying the car, less the ""premium"" rattles. Dealer did not resolve the problem...they applied a smelly oily substance between the plastic parts and no improvement. Interior rattles when temps are between 60-80 degrees. I recently noticed, in very bright light, that the #5 radio button has a horizontal hairline crack. I suspect that my radio was roughly handled before it was installed.Update 10/17/17: Had car serviced and they replaced cracked radio buttons and reinstalled radio. Alas, the problem was finally resolved and there are no annoying rattles. Of course, this did not affect performance, but I can add that I am enjoying my car much better since the rattling stopped.Update 04/18/18: Love my car more than ever. No problems at all with it.",4,2016," BMW 3 Series Gran Turismo Hatchback 335i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A)"
"157",2016-09-08,"Steve","2016 BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)","Best car I have owned","This car is more like a crossover as you have plenty of room in the rear with the hatchback and the rear seats fold down for even more cargo.  The ride is smooth and quiet.  Plenty of power when you need it and I have not had one issue with this vehicle.  Great for long trips with plenty of leg room in the rear seat.  The gas mileage is great for this size vehicle (35-37 on the highway) and it is a whole different platform than the standard 328 - much more roomy inside.  Love this car.09/11/2017 update;  Had to replace all tires at 23K.  Other than that, the car performs great, gets lots of compliments, and has average mileage of 33.1 MPG.  We plan to keep this ride a long time - more than enough power for us",5,2016," BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)"
"158",2016-06-24,"Richard Wilson","2016 BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)","In its own class","Practical aspects of a  SUV while still as sleek as a sedan. Cofortable and quiet. Lots of rear seat leg room and flexible storage space. Fun to drive. Lots to learn with all the gadgets. If you don't get the various packages built to your specifications (2-3 months), then have to compromise on what's available - not a lot of these around - in its niche class.",5,2016," BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)"
"159",2016-05-26,"Karen Santa","2016 BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)","Get ready to do everything twice....","Great car to drive.  Fun, peppy, comfortable.  Great space in both trunk and seat area.However, the logic of BMW controls baffles me.  Turning off the car?  Press the button (only engine turns off).  In order to turn off the electronics (they DO NOT turn off automatically after a period of time), you must press the on/off button AGAIN with your foot off the pedal.  Don't forget that, or else you will turn the car BACK ON.  This same logic applies to almost every aspect of the car....from unlocking the doors while inside (no way to program an ""all unlock"") to navigation to Bluetooth.  Yikes.  I realized that I would be working with a learning curve when moving from a Lexus to BMW, but really?  No front camera to help with parking? Wait, yes there is, but one must - wait for it - press the button, to activate (while parking???). As someone who places their purse behind the front seat while driving, I can only say that I guess I will have a permanent bruise on my leg from reaching ALL THE WAY INSIDE the car to get to the unlock button (why can't that be on the door with all the other door features?  It seems unfortunate to have a car this fun to drive and look at that is so incredibly infuriating to utilize.  Six months later.....I am still frustrated with this car.  In addition to all the duplicate button pushing, it is remarkable to me that BMW thinks 1: ""automatic"" wipers means wipers that turn on AFTER you press the button (which is conveniently hidden behind the steering wheel - you cannot see it while driving); 2: one would never need to close the hatch while sitting in the car (you can only open it) and 3: one can only hear bluetooth operations through the car audio when the phone itself has the volume turned ALL THE WAY UP.  Sheesh......",3,2016," BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)"
"160",2016-02-04,"Roger Levy","2016 BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)","Value missing - value still comes up short","I've owned 3, 5, and 7 series BMW's which now includes the 328i xDrive GT.  All exhibit good workmanship, tight construction and nice drive characteristics.  Unfortunately I have two issues with this new BMW:  (1) too many of the safety features now standard on other autos are extra cost options on the BMW, and (2) electronics are now being used to replace many features that are better provided through more conventional means.Regarding safety features - for example blind spot warning and lane monitoring are often standard features on many Hondas, Toyotas, and other autos, however they are extra cost options on this BMW.   Although not safety related, heated front seats which are also now standard on other autos are extra cost items.Regarding the electronics - While the central electronics has been improved, the radio controls and many of the other electronics are still way too confusing and some seem unnecessary.",4,2016," BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)"
"161",2016-01-24,"Blaze Nielsen","2016 BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)","Best of both worlds","Previous car was a 328 Xi. The Gran Tourismo gives you LOTS more room front and especially rear seats for long legged passengers. Handling is comfy in standard ""old folks"" mode easy on your butt, however with the sport package option, press a button and steering, transmission and suspension kick in to provide that old familiar handling performance I knew with the previous BMW. For people who like to throw a bunch of stuff in the back of their car, this is perfect. This is a car I plan on keeping for a long time.",4,2016," BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)"
"162",2018-08-10,"r del","2016 BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)","car is not what I expected","no value after sale",3,2016," BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)"
"163",2018-06-01,"KreneRoss","2015 BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)","Buy Certified Used, without Regrets!!!","I hear SO many complaints on here about the price of this car for what you get. We have four kids with only one left in a forward facing seat. I coach lacrosse and need trunk space, LOTS of it. But, I was so tired of the MOM car. Tired of feeling like I have to drive around such a huge vehicle all the time. I have had my Armada for 10 years and love it. We will keep it, but my first car ever was a BMW and I love the sporty drive of them. I missed that. However, I wanted space and safety going from a big SUV. People miss that BMWs are the ONLY cars that offer front and rear roll over bars and all the air bags they have! For my family that is huge! The complaints of spending $58k on this we don’t have. We made the new buy mistake on the Armada and that initial depreciation is HUGE! So we bought certified used and ours is loaded/luxury with almost every option out the door with GREAT miles for $28500. Still have two years unlimited miles of the original warranty and because it’s a SULEV we have 15 years 150,000 miles on all emissions related items here in California. My husband is 6’4” and fits fantastic in this car! It is, in fact, the first car he has ever felt comfortable sitting in, and can even sit comfortably in the back WITH the seat at the position he needs it to drive! It offers that much room! We can sit two kids and a booster in back comfortably, and another sits up front. They are 12, 11, 10, and 4 and fit fine. My husband has comfortably had four grown Marines in this many days out to lunch! It’s a phenomenal car with lots of spunk. Easy to drive. Corners are best to accelerate through like all bimmers! Some may take them too slow and miss the agility. It hugs the ground fine for me coming from an Armada. We also bought an X1 silver with a blacked out Sport package and red interior. It looks amazing and love it! They ride completely different, offer is the same abilities, same huge sunroofs, lots of cargo, one is a tighter steering and I like that. This car is a bit looser for a BMW drive, but it’s great! We get amazing gas mileage in it. There is some hard plastic down low on the dash. I love our black and dark tan interior and Alpine white exterior! Our car is beautiful and we get asked about it everywhere we go. The cargo is abundant, and we can drive two cars and get better mileage than my armada when parking is plenty, or we can all load up in the Armada! Buy used, or lease, I can’t understand the complaints on this car. Buy a BMW for the sportier drive. It is a drivers car! If you want lush and plush and super luxurious vehicles go somewhere else. BMWs are exactly what they always have been; a vehicle made to feel the road for those seeking that! I certainly don’t understand the gripes on visibility either.",5,2015," BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)"
"164",2017-09-03,"BMW Bill","2015 BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)","It's the car I'd design","I wanted a car that handled well, rode well, accelerated well, was comfortable for four adults, with plenty of cargo room. Repeat, a car, not an SUV. I researched for two years, was drawn to the 328GT as soon as I saw it, and kept coming back to it. I've now owned mine for over two years and have to say it's still my perfect car. As for the XDrive, flawless. You can't tell that it's 4 wheel drive, until it snows, and when it does I swear I could plow with it.",5,2015," BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)"
"165",2016-08-08,"anonymous","2015 BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)","Not worth the 58K... I HATE THIS CAR","I previously leased a 2011 328i sedan. I switched jobs during the lease, and I needed something with more cargo space without having to get an X1 or and X3. When I saw this car at the dealer, I was very interested. It has plenty of rear seat legroom, which isn't something I could say about my 328. The model I leased is a 2014 with the M Sport, Premium, Lighting, Technology, Both driver's assistance, Cold weather, and Harmon Kardon sound packages. It is in Mineral Grey, which I am having second thoughts on. I wish I had the Black Sapphire like my old car. After living with it for about a year, the GT's numerous flaws revealed themselves. I do a lot of city driving, but even with my light foot and tendency to use Eco Pro, I am averaging 17.2 MPG. I have had SUVs that did better than that with bigger engines. The engine is very gruff at higher revs, and sounds like a diesel with all of that clatter. I do like the large moonroof and Harmon Kardon sound system. The trunk is nicely finished and very large. When I'm driving, I notice that my knees hit nothing but hard plastic or wood. It is very annoying, and for this price, I would expect a better designed interior. The rear seat has limited head room. I also noticed how loud it is on the freeway or in neighborhoods. At cruising speeds, I can barely hold a conversation with my rear passengers due to the wind and road noise. I regret getting the M Sport because it rides rougher and I am tired of it. I love the latest version of iDrive. The front seats aren't very accommodating. Rear visibility is a huge problem, but thankfully I have plenty of driver aids, which work well. Overall, I am not impressed with this car anymore. If you're in the market for a car with more space but value driving dynamics, look elsewhere.",2,2015," BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)"
"166",2016-02-26,"Chef Vandy","2015 BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)","Great car around","My wife have owned 328 GT for about 7 months now. This car is 3 series on steroid.  It is roomy. I can accommodate 5  IKEA cabinet packages easily. Legroom for the rear passenger is excellent. It gives my wife really good MPG 26. We do mix 60/40 highway/city. A lot of users compliant about ride comfort. I would say it is ok. It's not comfort like 550 or 7 series. The road noise is coming from RFT, rimless window. These are what you trade off. They are for safety and style.  I came from 2010 e92 335i. My wife GT is totally different animal. This car is much comforter than 335i. Also many users compliant about iDrive. I would say it depends on how you are familiar with the tech gadget. For my wife and I, iDrive is easy to get around. The handling is not sharp as other 3 series.  My wife said this 328 GT is the keeper.",4,2015," BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)"
"167",2016-02-10,"Rush","2015 BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)","Sunroof Wind Noise Affects Comfort","I purchased a 2015 328I GT about about 9 months ago.  This is a nice looking car and the performance thus far is good.  I get numerous compliements  about how nice the car looks. My biggest complaint is the ""Wind Noise"" which affects the driving experince is away that is soooooo annoyingto the point of frustration .  I strongly feel BMW of North America  needs to address this flaw.  When the  radio and/ other media isnt turned on, the noise is unbearable so I find myself turning on and up music to in order to not hear the noise. There are so many days I want to drive without music etc yet toomuch winds noise I always have some type of media playing. I place my hand near the roof to get a feel of where the air is coming from.  It's as though it isnt sealed tight to prevent outside niise and wind.  I had a Infinity with a sunroof and the ride-noise free-no wind which leads me to believe this is a Big problem BMW doesn't want to deal with.  The reason for saying this, I verbally brought this to the attnetion of my service advisor, Service Director  numeroustimes to no avail. I was  told by the service Director,  he would test drive a car like mine to see if he experience the same, I havent gotten ffedback,.  Service advisor said bring in back in so a techinician could ride along with me.  Well my car has been in the service dept for regular maintence so why dealership cant follow-up on my concern.  I plan to address this matter in wiritting soon.  For the price, i shouldn't have ride uncomfortable.  Additionally, while traveling on the interstate, local roadway with speed greater than 40, noise is evident. I curious to know if others who own a 328I GT experience this as well.  As months and years past, this good result in water penetrating through the roof and burning gas because heat and or cold air can be felt when you put your hand where the wind noise is.  Feel the car will depreciate faster because of this flaw.  I want to ride in comfort for the price made. There are many other makes and models I have ridden in that have sun roof-double that yoy Do Not hear wind noise.  Something gone wrong in designing.",4,2015," BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)"
"168",2015-12-01,"Craig List","2015 BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)","Beautiful Car Inside & Out, Unique, Comfy","This is by far the best car I've ever had. For me, it is the kind of car that will make me glad I have to drive somewhere. The Sports seat comfort with thigh-support pull-out is excellent, as are the adjustable bolsters. I have a bad back with L5-S1 herniation history, yet don't have the leather, or lumbar supports, but don't need  or want them! I switched over from Buick, primarily because of seat support and comfort. The firm ride handles everything quite nimbly, for such a heavy absorbent BMW feel. I got the Sport Line trim package, with the optional M-Sport steering wheel, overall a very nice appearance. I get a lot of stares and questions on it; the Silver metallic with Sports Line trim (+ tinted windows and an added rear hatch window spoiler). There is a bit of delay in acceleration on occasion, its almost like you have to time it to get it right; despite the twin-scroll turbo which improves things, but once it goes (you MUST use Sports+ Mode to actually feel it), it rocks! The grandkids always beg me ""Opa, put it in Sport Mode!"". Braking is solid. There is a tad bit of sway for significant cornering, expected but not bad for a heavier car (I was told that this is actually a 5-series platform/chassis, but I haven't been able to confirm that; if you are cross-shopping w/the 4 series Gran Coupe/GC, one dealer actually said the 3GT is actually a 5-series, and the 4GC is actually a 3-series!).  There is a bit of engine noise during hard acceleration, but it is not bad. There is a bit of sunroof wind noise, probably my primary complaint overall as the ride experience goes (made much worse by the base rack which I now only use when transporting bikes/kayaks), but yet I am still able to chair tele-conferences with no problems while speaking or hearing on other end via Bluetooth, which is consistent and without problems despite previous reviewers comments. Road noise is minimal, enough to know your in a motor vehicle, but kept to a minimum. I love the back liftgate, as it is easier to load and unload than a typical trunk. It is by intent a coupe design, meaning a lowered-in cockpit feel, so getting in and out is not as easier as you might think for a car that sits higher than a traditional 3-series sedan. The infotainment system works great; you can look at the large monitor screen while scrolling and tapping, without even looking at the iDrive you are manipulating with your right hand...and the base stereo which is Harmon-Kardon is actually pretty good, but I am going to upgrade the front dash & door speakers because I am an audiophile. I agree with a friend who used to work in an upscale audio center that the low end preforms very well (as there are 2 subwoofers, located underneath the front seats), the midrange and high end/tweeter are fine/good but not great. The Nav works very well and is worth it. The internal HD for music storage is a great feature, but I HATE how it only plays back the songs on a CD that you recorded in alphabetical order --- word to BMW: album rock and live music CDs are meant to be played in the track order recorded, stop being so organized you Germans!:). Playing off a thumbdrive is also very easy, and the steering wheel mounted controls help, although I believe in terms of human ergonomics, that the volume and media controls should be on the Left side of the steering wheel, NOT the Right [if you look at the actual dash stereo controls and the steering wheel stereo controls, they are literally only about 6 inches apart from each other, so the point of saving a reach or having multiple ways to do the same thing is minimized; why not place those stereo controls on the Left, now you can control the stereo functions with either your Left or your Right hand?]!I have averaged in the high 20s for MPG in mixed driving; I do not gun it a lot, but I certainly drive it in a more spirited manner a couple times a week! I have averaged 36-38 MPG on long trips in ECO mode, one trick to doing this well (I once got 39 MPG on a long trip!) is increasing the tire pressures to 33 PSI-front & 36 PSI-back (32 & 35 recommended, but there is always an acceptable range).  Check & adjust your PSI twice a month, so many people don't do this and it is extremely important, especially the way the vehicle dynamics in this vehicle work, and the fact that front & rear are 3 PSI difference! The handling, agility, and MPG are significantly affected by PSI.",4,2015," BMW 3 Series Gran Turismo Hatchback 328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)"
"169",2015-08-19,"William Kannor","2015 BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)","I wish I got the wagon instead","I had a 2011 BMW 528i. I wish we never got rid of it. I made the mistake of leasing this car for three years. Mine is a 328xi with the M Sport, lighting, premium, driver assistance, technology, and heated front seats. The newest iDrive system has some neat features, but lacks the simplicity of the previous version. The base sound system is actually pretty good. The front seats are okay, but the headrests are uncomfortable at any position. The adjustable bolsters are not overly confining. The way the center console and doors are designed make for some very hard places for resting your knees. There is lots of hard plastics around the center console. The rear seat has much better legroom than my 5, but the sloping roof and small windows take away headroom. The seats are not very soft and fitting 3 in the back is a punishment. Visibility is awful in the back. It has large 19 inch wheels, but it rides adequately. The car is very noisy inside. Lots of road and engine noise come in. The noise makes it difficult to make phone calls, and the Bluetooth is temperamental. The engine is smooth, although at times it will pause, and suddenly lurch forward. It becomes quite nauseating. The engine is extremely unrefined at cold startup. I had the same issue with the 5. For 54K, this is unacceptable. The frameless doors sure look great, and make a solid thud when closed. But be careful, because there are sharp edges, and my mother cut her arm walking by an open front door. The standard panoramic moonroof is massive. It's probably my favorite thing about this car. The xenon headlights are worth the extra cost. My 528i was okay on gas, but this car is not as efficient. I think it's because the car is heavier. It is noticeably less fun than the regular 3. It corners better than my 5 did, but it lacks the solid feel and comfort that I have come to expect from BMW. I will be turning this car in early and considering a better car.",2,2015," BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)"
"170",2015-06-07,"cblinc","2015 BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)","Great car !","Biggest upside is the interior room for a 3 series and performance. Good gas mileage, speed when needed and BMW quality all around. If there was one fault is the interior is 3 series Spartan ! Not luxurious as a 4,5 or 7 series. But hands-down the most practical of BMW wagons or SUVs ! Awesome for BMW to make so many new models in 2014 ! Thanks BMW",4.5,2015," BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)"
"171",2015-03-29,"kris2","2015 BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)","Kid and family friendly!","I liked the 3 sedan but wanted something with more room in the back so looked at the 5 series, TLX, Lexus GS, ES (back seat was huge but drive was disconnected) . 3 series GT was a last minute thing and the moment we looked at it we knew we were getting it.  If you have family that will ride in the second row regularly or have baby seats you should definitely look at the GT before you look at anything bigger or smaller. Has higher ride and higher center of gravity so will not be the same feel as a 3 sedan, but not as bad as an SUV and better than many other low riding cars. Compared to what the kids in the second row get, it was not a lot in driving fun that I had to give up.",4.75,2015," BMW 3 Series Gran Turismo Hatchback 328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)"
"172",2018-02-07,"F. Stephen Masek","2017 BMW 3 Series Gran Turismo Hatchback 340i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A)","Easy To Miss This Great Choice","This is a model many might not know exists, but it would be the best choice for many people.  The somewhat raised four door design makes entry and exist easier, without it being a jacked-up SUV.  Hatchbacks are far more useful than sedans, and this one is a fine looking car which can carry all kinds of things.  The rear seat has much greater than expected leg room for what is still a compact car.  The inline 6 gets excellent fuel economy and so is smooth and powerful that there is no reason to cheat yourself out of enjoying it.   The navigation system is easy to use and excellent in every way, putting the one in our 2014 Jeep Grand Cherokee to shame.  Even the LED headlights are excellent.  With so many things done right, the omission of sliding sun visors is difficult to understand.  I fixed that by buying Visormates tm.  Ventilated seats and radar cruise control are also missing features which should be standard.",4,2017," BMW 3 Series Gran Turismo Hatchback 340i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A)"
"173",2017-12-23,"Emile Hebert","2018 BMW 3 Series Gran Turismo Hatchback 330i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)","Nice crossover style","Very roomy and sporty",4,2018," BMW 3 Series Gran Turismo Hatchback 330i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)"
"174",2017-12-23,"Emile Hebert","2018 BMW 3 Series Gran Turismo Hatchback 330i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)","Nice crossover style","Very roomy and sporty",4,2018," BMW 3 Series Gran Turismo Hatchback 330i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A)"
"175",2017-10-29,"sauerkraut66","2014 BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 6A)","great car","look above",5,2014," BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 6A)"
"176",2017-04-16,"Chris","2014 BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 6A)","One classy beast","I've never owned a BMW. However, this car has truly opened my mind to the possibilities of leaving Mercedes for BMW. The car is truly a joy to drive!",4,2014," BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 6A)"
"177",2017-01-09,"Tony M","2014 BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 6A)","High performance fun to drive","Like a small sports car in an SUV. Road hugging and easy to drive. Balanced perfectly. Guzzles gas because you can't help but drive it hard.",5,2014," BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 6A)"
"178",2016-01-03,"TsaiCo","2016 BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 8A)","A pleasure to drive",NA,5,2016," BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 8A)"
"179",2016-03-23,"LC","2012 BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 6A)","This car is a beast..period!","Imagine having a sports car that goes 0-60 in a little over 5 seconds. Imagine that sports cars having good head and leg room, and decent storage. Imagine that sports car having a luxurious interior, a quality sound system and not being so close to the ground like other sports cars. Well, that's what you get when you have the BMW X6 5.0! I'm so sick of these so called experts not giving this beast of a car the respect it deserves! Ok, I admit I didn't care for the body style at first, but the uniqueness of it's style distinguishes it from it's competitors, and it didn't take any time for that body style to grow on me. As far as the cargo space, it's a little smaller than the X5, but so what! The car has a unique sleek design so I would expect for a little of the cargo space to be compromised. This is NOT a typical size/style SUV. It's a crossover/hybrid/sports suv with a luxurious twist. I will also admit that there is limited visibility when you look to your right in the back, but the large side mirrors, and with me always being mindful of quickly looking over my right shoulder before I change lanes is enough to compensate for that, and quite frankly is something people should do anyway with or without having this SUV. The sound system is fantastic, and the IDrive utilization has come a long way, and is very functional. It's a gas guzzler no doubt, but what do you expect with an 8 cylinder 4.4 litre 400 hp vehicle? a miracle? This is my 3rd BMW. Prior to this I had a 2009 BMW 535i xdrive, and I did really enjoy that car, but this is a step up.",5,2012," BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 6A)"
"180",2011-07-28,"hjennbmw","2012 BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 6A)","X6M Best Vehicle ever owned","Contrary to the Edmunds review of the all new 2012 X6M, I find this car is the best car I've ever purchased. I owned a 2009 X6 5.0 & loved it too, but the X6M...WOW! This SAV handles like a sports car.The acceleration is impressive. I find the cargo & seating is plenty roomy.I have 5 seats & everyone travels comfortably.here is a lot of cargo space & also a hidden space where the optional spare tire would be.I haven't needed to use the underneath storage yet. I've loaded large pictures, coolers, even a Large wood utility wagon inside & not had a problem.I recommend this car to anyone who appreciates the technology that BMW has to offer. The BMW of Escondido Dealership is fabulous.",5,2012," BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 6A)"
"181",2016-04-07,"Donald Montano","2010 BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 6A)","My favorite vehicle to drive by far!","I have owned a number of cars and trucks over the years.  Currently own a 911 Porsche and Panamera along with a 650 Dodge Ram and Toyota Four Runner.  I've owned BMW 550 and 740 as well.  This is the best driving vehicle of the lot.  It's still a big vehicle but doesn't handle like one.  My 911 is a 1999 and rides like a Go-Cart.  The Panamera feels like a big car.   Now that I'm in my 50's I much prefer sitting a bit higher and knowing I have the acceleration and stopping ability of a much smaller vehicle.   It is the most fun I have had driving any vehicle.  I'm not fascinated by the look of the vehicle, but then that's what lured me in.  I like to drive fast and don't want to be conspicuous.  Most folks simply don't know how much power this SUV really has.  It will blow both of my Porshe cars off the line.  Excellent braking has saved me from a couple of certain accidents over the past 5 years.   The downside is kids have a difficult time seeing out of the back seats.  And there are only 2 back seats.  I wish there was a bench seat option so we could carry 5 passengers.   My daughter is now practicing for her driving test and I let her drive my X6M.  She didn't like the vehicle having spent her life in the back seat.  The fully adjustable seat allowed her 4'10'' frame to adjust to a position where she could see well and feel very comfortable.   After her first drive she expressed that ""your car is way nicer than the Toyota!""  She needed to adjust her foot pressure on both the accelerator and the brake.  Both are far more responsive than the other vehicles we have.   My X6M is the best car I have ever owned.  My wife expected me to be looking for a new car and asked me about it.  I told her I'm happy with the X6M.  As long as I can get it detailed I'm good for a couple more years at least. Oh, the gas mileage is poor at about 15 mpg and the gas tank is small ~20 gal.  So I have to hit the gas station at least weekly and sometimes more.  My Wife names all of our vehicles.  The X6M is named ""Thirsty"".",5,2010," BMW X6 M SUV 4dr SUV AWD (4.4L 8cyl Turbo 6A)"
