"","Review_Date","Author_Name","Vehicle_Title","Review_Title","Review","Rating","model_year","model"
"389",2010-12-10,"geezer113","2011 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)","Sweet Machine","This is a sweet handling, tight, good looking personal utility vehicle (PUV).The size is right and the 2.0t engine/8 speed transmission combination is like driving a Swiss watch.The power/torque curves in the 1500-3500 RPM range we live in are actually stronger than the 3.2 V-6.It handles and rides like an A4 but hauls anything you want to haul.The panoramic sunroof is stunning, and the feature content of the base model is all you need.",4.875,2011," Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)"
"390",2010-11-27,"petehogwallop","2011 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)","If only it had a better transmission","After 1500 miles a few observations about the car. While overall a nice ride, it is hampered by the 8 speed tranny. It stutters and can be very harsh at low speeds (under 10mph). It feels similar to a car that is sputtering at idle, although it is coming from the transmission, not the engine. The tranny also is constantly shifting, and the sport mode doesn't seem to make it any ""smarter"" at gear selection, it just holds it for higher revs. My Sienna minivan provides smarter, smoother, quicker shifts (how's that for an insult?).",4.625,2011," Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)"
"391",2010-11-22,"Len","2011 Audi Q5 SUV 3.2 Premium Plus quattro 4dr SUV AWD (3.2L 6cyl 6A)","Fabulous vehicle","We recently purchased a 2011 Q5 3.2.  I am very pleased with our purchase.  My last three vehicles were a BMW X3, a BMW X5, and a VW Tiguan.  The Q5 has the convenient size of the X3 with superior handling, the luxury and comfort of the X5, and the biggest surprise it has better gas mileage than the Tiguan.  Audi Raleigh has treated us like life long customers and definitely make us feel like we matter.  A world class vehicle from a world class dealer.  Thanks Audi and Audi Raleigh.",5,2011," Audi Q5 SUV 3.2 Premium Plus quattro 4dr SUV AWD (3.2L 6cyl 6A)"
"392",2010-11-15,"twotonjonnytwoshoes","2011 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)","Exactly what I needed","I drove a 2500 chevy silverado for the past 4 years, driving over 60 miles a day to school and back.  I questioned whether I would need the pick up function of my pick up truck, but I do not miss it one bit.  I test drove all the other new vehicles and this one out classes them all. I spend my winters in VT at the ski hills and the Q5 is very sure footed.  I have zero regrets, I LOVE the Audi Q5.",5,2011," Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)"
"393",2010-10-19,"fun-to-drive!","2011 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)","Awesome, fun to drive Audi!","Soccer Mom looking for more fun while getting close to ""mid-life crisis!""  Got the fun back!  Wow, love the power and handling and feel of this drive.  With hardly any inventory around, had to take the offered package 2.0T premium plus and love it.  Sporty, luxury, can't-take-my-eyes-off-of-it beauty!  Tight space inside but the sacrifice is worth it.  Not getting the mileage yet that I was hoping for and premium gas pricey but still worth it! Hope the Audi ""quality"" holds up over the years.  A little concerned about a big hiccup feeling when slowing down towards stop sign (outcome of drive-by-wire?). Interested to know what that is and why and is the car okay?  Overall, very pleased with Q5",4.875,2011," Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)"
"394",2010-10-17,"SFSUVLover","2011 Audi Q5 SUV 3.2 Premium Plus quattro 4dr SUV AWD (3.2L 6cyl 6A)","Wow!","It was time to replace our Grand Cherokee & had pretty much settled on the new Caddy SRX.  Then, we actually drove one and left the lot horribly disappointed.  But the Audi Q5 Prestige?  Wow!  This car has power, even on the worst San Francisco hills, handles like a Porsche, but rides beautifully, and is so crammed with features that you can't list them all.  It's been a ""head turner"" too.  The feel of well engineered quality is there everywhere you look.  We are elated over this car which seems to perform well above its competitors and doesn't have the ""run-of-the-mill"" feel that most of them have.  Highly recommended.",5,2011," Audi Q5 SUV 3.2 Premium Plus quattro 4dr SUV AWD (3.2L 6cyl 6A)"
"395",2010-09-28,"ftlnewaudi","2011 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)","New 2011 Q5 2.0T","After driving the Q5 in V6 form several times I was glad to see the 2.0T come out for 2011.  It definitely sounds like a 4 cylinder (albeit a smooth one) and the new 8sp transmission does need to shift more often to keep up to speed. But overall I am extremely happy with the Q5 in 2.0T trim.  It drives like a car with great handling and a quiet, smooth ride.  I have the Premium Plus with standard 18"" wheels as well as the Nav package and B&O Stereo.  So far a great vehicle.",5,2011," Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)"
"396",2010-09-24,"ftlash","2011 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)","New 2011 Q5 2.0T","The 2.0T engine in the Q5 seems more than adequate to me.  It seems almost as fast as the V6 with considerably better gas mileage.  It is also quiet and refined for a 4 cyl turbo.  The vehicle is screwed together extremely well and is a pleasure to drive.  Did not know if I would like a CUV after having many sport sedans but so far it is a great handling vehicle.",5,2011," Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)"
"397",2010-09-23,"JillQ","2011 Audi Q5 SUV 3.2 Premium Plus quattro 4dr SUV AWD (3.2L 6cyl 6A)","Loving my new Q5","I have never owned a crossover vehicle before, We've had the Q5 3.2 Premium Plus w/navigation for a few days now and I have found myself taking the long way home whenever I can. It drives much like a car...handles great and and has a nice turn radius.I love the quietness of the car when your inside with the windows closed it's well soundproofed.",4.75,2011," Audi Q5 SUV 3.2 Premium Plus quattro 4dr SUV AWD (3.2L 6cyl 6A)"
"398",2010-09-13,"Travis","2011 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)","Cross country tourer, urban worker","Superb driving dynamics,  I last owned an Audi in 1998, and everything has moved well ahead.  Also owned FX35, RDX. This is better than both on sheer driving satisfaction - fast, quiet, comfortable, roomy, competent and handles great.  28mpg on a 2,700 mile cross country trip to LA, over the Rockies. Panorama roof and screen were fine, and quite enjoyable under varied conditions.  Opted against Navi, not a 3d fan and in 5yrs, resale on Navi I am betting will not be worthwhile given many great options emerging on handhelds.  Love the 2.0t and also the 8 sp and the S drive choice is quite a good aggressive option for urban cut and thrust.  Roomy, efficient, and beautiful. Big ups for the Q5.",5,2011," Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)"
"399",2010-09-12,"TNPharm","2011 Audi Q5 SUV 3.2 Premium Plus quattro 4dr SUV AWD (3.2L 6cyl 6A)","My Best Car Purchase Yet","After researching dozens of cars for months, I decided to visit my local Audi dealer to check out the Q5.  I was immediately in love with this car.  The design is beautiful,fit and finish is amazing.  The engine is smooth and powerful.  Audi has a real winner with the Q5.",5,2011," Audi Q5 SUV 3.2 Premium Plus quattro 4dr SUV AWD (3.2L 6cyl 6A)"
"400",2010-09-09,"FRED","2011 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)","AUDI Q5 fun to drive","I have only driven this car for two weeks and am thrilled with it. Two most outstanding attributes is it's performance and comfort. The torque generated from this engine is incredible. You feel as though you are driving a car with a lot more horsepower. The size and pep make it so much fun to drive.",5,2011," Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)"
"401",2010-09-05,"evansto","2011 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)","Happy with","I moved from a Mercedes ML350 to the Q5.  I went with the 2.0T over the 3.2, it seemed more fun to drive and I like the turbo sound when it kicks in.  The vehicle is quiet (not as quiet as the ML) and the ride is very nice, firm yet quiet and solid.  The steering is good but I wish it was more tight like the Mercedes and the BMW. The handling is superb, much more car like than truck like. The comfort is very good, the seats are much better than the Mercedes and it seems like there are more adjustment options.  I wish there was a little more thigh support.  The rear seats are a little thin and there is not much leg room but not an issue for me. Gas mileage looking promising, I got 24 combo.",4.875,2011," Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)"
"402",2010-09-02,"butch","2011 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)","One sweet ride","This vehicle is a pleasure to drive. It drives very smooth with plenty of power for a 4 cylinder.The build quality is up there with Mercedes & BMW. I had a 2003 Acura MDX and paid more for the Acura. The Audi Q5 as far as I am concerned is a lot of bang for your buck.",5,2011," Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)"
"403",2010-09-01,"Audi Fan","2011 Audi Q5 SUV 3.2 Premium Plus quattro 4dr SUV AWD (3.2L 6cyl 6A)","Loving it","Comparing to most of the SUV, the ride is so much smoother and quiet. Handling is excellent. Pick up is good with lots of power. I love the sporty look and gorgeous design. I love the new color ""Teak Brown"", it is cool, elegant and unique. Although the price is slightly higher than other competitors, it is still worth it. Can't go wrong with the German technology.",5,2011," Audi Q5 SUV 3.2 Premium Plus quattro 4dr SUV AWD (3.2L 6cyl 6A)"
"404",2010-08-20,"eastbay9","2011 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)","Don't need the V-6","My girlfriend and I drove both the 3.2 and 2.0T, needless to say we went for the 2.0T. This engine delivers more torque than the V-6 and torque is what drives power to the wheels. The 2.0 felt more tossable and having 8-speeds vs. 6-speeds made this vehicle a blast to drive. So far we are averaging 22 mpg combined driving. We also cross shopped the Mercedes GLK and Acura RSX but none of these other vehicles felt close with respect to interior comfort features.",5,2011," Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)"
"405",2010-08-04,"Trip","2011 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)","Looks and Performance","Audi has a winner For people who want a zippy crossover with great mileage and luxury. Excellent handling, smooth ride, Navigation and Bluetooth are easy and very driver friendly.",5,2011," Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)"
"406",2010-07-30,"Carlos","2011 Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)","Nice to Drive","I sold my MB C230 to buy an SUV, I was undecided about the Q5, but searching through similar vehicles ( Toureg, X3, and GLK350) I'm sure I didn't make a mistake.",4.75,2011," Audi Q5 SUV 2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A)"
"407",2017-06-03,"Xxx Xxxxxxx","2017 Audi R8 Coupe V10 plus quattro 2dr Coupe AWD (5.2L 10cyl 7AM)","My Rocket Ship","Went to buy new Ferrari, saw R8 and saved over $150,000, and got same performance.",5,2017," Audi R8 Coupe V10 plus quattro 2dr Coupe AWD (5.2L 10cyl 7AM)"
"408",2016-03-03,"Don Dixom","2015 Audi R8 Convertible V10 quattro Spyder 2dr Convertible AWD (5.2L 10cyl 6M)","We ove our R* spyder!","We hope they cahnged the fact that the radio turns on every time you start the car! Otherwise, superb.",5,2015," Audi R8 Convertible V10 quattro Spyder 2dr Convertible AWD (5.2L 10cyl 6M)"
"409",2010-06-25,"MPS","2010 Audi R8 Coupe 4.2 quattro 2dr Coupe AWD (4.2L 8cyl 6M)","Audi R8 First 3 Months Review","This car is simply amazing in every regard except fuel economy, but I guess that is to be expected with this caliber of vehicle. Styling and Performance are incredible. Gets looks and attention everywhere it goes. This takes some getting use to.",4.875,2010," Audi R8 Coupe 4.2 quattro 2dr Coupe AWD (4.2L 8cyl 6M)"
"410",2008-10-25,"Truth","2008 Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6AM)","No regrets","I've had this car nearly a year, and it earns all the accolades it has received in the extensive press coverage. It has enough power for street use even if slightly underpowered. Although it handles nearly as good as anything out there at 10/10ths, most non-professionals could likely get closer to the limits without tragedy than in other high- performance cars. Although it is borderline in power for an exotic, it's appeal is definitely in the exotic category.  It is also incredibly comfortable, and I've had no problem issues in 11,000 miles. Versus its class, it has tremendous fuel economy.",5,2008," Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6AM)"
"411",2008-07-18,"tomdfw1","2008 Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6AM)","As good as expected or better","The car is incredible. It is so comfortable and practical (for what it is) that it could easily be a daily driver. Everywhere it goes it gets the looks and gawks of admirers while also the challneges and revs of the wannabes. Love the car...can't think of another under 400k I'd rather have.",5,2008," Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6AM)"
"412",2008-06-25,"R8Heaven","2008 Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6M)","The Incredible R8","Audi got this car right!  The fact that this car is mentioned in the same breath as a Porsche 911 Turbo and other high end sports cars says a lot about a car that didn't exist 2 years ago.  The R8 drives like it is on rails and sticks like paint.  Be prepared to be stared at in the R8 and watch as little kids point at it.  The engine sounds awesome. I have considered many sports cars but $ for $ there is no better one out there.  Probably why there is a 2 year wait for it.  Do whatever you can and get one",5,2008," Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6M)"
"413",2008-06-25,"tomdfw1","2008 Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6AM)","From a twin turbo convertible","Picked up my R8 this week after having deposit down for a year. I traded in my '04 911 turbo convertible. While I do miss the convertible, the Audi's exclusivity and sense of driving is second to none. The build quality surpassed my expectations and the sound when driving the car is amazing. I let a friend drive it and when I heard the car coming down the road, it sounded like a hurricane blowing in. Amazing. Everywhere one goes it captures a crowd and the looks of this car make it the best looking car on the road in my opinion. I have always been a Porsche guy, but am thrilled.",5,2008," Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6AM)"
"414",2008-05-02,"HappywithmyR8","2008 Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6AM)","Audi R8 ... awesome","This car has it all. Striking styling, elegant interior, craftsman-quality of build and mind-blowing performance and handling.  After 2000 miles I am only beginning to explore the limits of this vehicle which, despite its breathtaking performance, is comfortable and driveable as an every day car.  The after sales care from Audi USA and my dealership have far exceeded my expectations.  It attracts unbelievable attention everywhere I go.",4.875,2008," Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6AM)"
"415",2008-03-06,"Myke","2008 Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6M)","Audi R8","This is one amazing piece of craftsmanship. Audi has really stepped up their game far beyond what they have ever been. The only downfall is everything is a option. It made it so much more pricey. I know it's money well spent, but it's like Ferrari, everything is an option. The sound system, bluetooth connection, navigation system and the convenience package are all worth paying for. The performance from this vehicle is such a dream. It changes direction so effectively. The braking is okay, a little touchy, but it stops the car in short distances. It's a manufactured perfection basically.",5,2008," Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6M)"
"416",2008-02-05,"Logan D","2008 Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6M)","Audi, unexpected elegence.","This car is a dream come true. Everything about it is stylish and classy with a sort of dirty elegence. When I first sat in the drivers seat of this beauty and felt the leather I knew that this was beyond ordinary. With its superior handling and stream-lined body style this is truly a car to be appreciated.",4.75,2008," Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6M)"
"417",2016-09-01,"Mr. D","2009 Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6M)","Long Term Believer","OH for the love of a car!! The Audi R8 1st Generation is truly ""ART ON WHEELS""!!  Audi's First Gen R8 will be a history maker well into it's 3rd and 4th Generations.  Much has been said about the 1st Gen Tiptonic  Automatic Transmission but after 13,000+ miles I would buy this Supercar all over again. Absolutely no transmission problems with regular maintenance and care. It's the Best Daily Driver Sports Car on the market even 7 years later. I plan to own this car indefinitely as it will most surely be a sought after Investment Grade Classic Car in 20 years time.  This 1st Gen R8 will be known for putting Audi back into the luxury market of quality built cars.  The versatility of the vehicle on the track as well as touring to the local wineries makes this vehicle a very fun vehicle to own. Not to mention the looks and attention you get when driving it. The car is also easily adoptable to making the V8 into a howling muscle car or with many after market add-ons a show piece worthy of any high end car show. From a practicality view it most definitely blows the doors off any Lambo and is much less common than any Porsche. The corvettes of 2009 don't even compare to the drivability and road hugging capability of this unique car. Anyway you look at it the 1st Gen R8 will take your breath away and if not careful take you up to an easy 90mph before you see the rotating red lights of your local's finest coming up behind you. Coupe or convertible you can't go wrong with owning an R8.",5,2009," Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6M)"
"418",2010-02-10,"ayrton","2009 Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6AM)","A Jewel of a Car","Silver/Carbon Blade/Black interior, every option offered. The R8 is designed, engineered, and built beautifully. The engine is very smooth and revs like a 4-cylinder with the power of a V-8. Handling is great with mid-engine & low polar moment. The car is so confidence-inspiring that you want to go 10/10th's through every curve and turn. V-10 power might be welcomed but the car is very well- balanced and quick with the V-8. You do need to keep the revs up past 4000 to extract max power & fun. The seats are the best I've felt in an exotic, as comfortable as my A8L. Lots of comfort for two but not much space for things. Footwell space is also minimal, especially on the passenger side.",5,2009," Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6AM)"
"419",2009-11-22,"GRR8 R8","2009 Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6AM)","What a great car!","The Audi R8 is the best car I have ever owned.  Its styling turns heads at every intersection.  Its performance puts it in the Supercar category.  Audi treats its R8 customers like royalty. It is a car that has luxurious interior.  The fit and finish is impeccable. It is a wonderful daily driver and it can go from the street to the track with no changes needed.  The R-Tronic transmission in auto mode is terrible.  The R-Tronic transmission in manual mode using the paddle shifters is the best transmission I have ever driven.  As a daily driver it gets ~19 mpg.  On the track...it does not matter.  Nothing passed it on my one track day.  This is a car to own.",5,2009," Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6AM)"
"420",2009-01-14,"HTX","2009 Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6M)","MY R8","2009 Audi R8 silver/black interiors with carbon sideblades. After a year of wait I received my fully loaded R8 almost for Christmas. I chose manual transmission as it is a real sports car. The car works flawlessly, it is beautiful and attracts a lot of attention, the driving experience is unparalleled. I use it as my daily driver, I plan to put 10,000 miles per year to it; you get used to the task of driving it in the city traffic and the constant looks and comments from almost everyone. The engine roars with menace after 4,000 rpm, the sound is breathtaking. Today, I would not choose any other car over this one, maybe in 3 years when the roadster is available.",4.875,2009," Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6M)"
"421",2009-01-11,"Tom M.","2009 Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6AM)","The Best Of The Best","Audi has really outdone themselves.! My wife and I are Audi lovers having first experienced the Q7. I must say it has more dependability than my BMW 645i. This car for it's first stab at luxury and performance has done admirably well.  It's a joy to drive at all speeds.I drove both transmissions and chose the R-Tronic. It is touchy at slow speeds but you have a shifter plus paddles plus a sport position. All make it versatile and worth a one year wait.  I find it's virtually impossible to pull into a gas station for a quick fillup without engaging in a long discussion of it's merits. Gotta love it !!!",4.875,2009," Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6AM)"
"422",2008-11-25,"Brian S","2009 Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6AM)","Just a terrific car!","After all the waiting I finally have my 09 R8. It exceeds all my expectations. It sounds right, handles fabulous and turns heads everywhere it goes. My only initial misgiving was the R-Tronic which had be given mixed reviews. Having driven boththe 6 speed and now my R-Tronic I can say that it comes down to personal preference. I actually enjoy processing the R-Tronic and find it very capable of satisfying me. No regrets here from this owner. Love the roomy interior, fantastic seats, and look and finish of the carbon fibre trim inside and out ( Blades too! ) Have friends with Italian exotics and would not trade this for any of them. This car is really special and my favorite of all!",4.75,2009," Audi R8 Coupe quattro 2dr Coupe AWD (4.2L 8cyl 6AM)"
"423",2016-10-27,"DL","2014 Audi R8 Convertible V8 quattro Spyder 2dr Convertible AWD (4.2L 8cyl 6M)","One month review","Traded in older 911 4S for this. The R8 is a lovely car - the manual is buttery smooth and handling is good. Interior quality and design is excellent.  The V8 is strong but not supercar fast. Downsides are limited storage (as expected), older MMI, no Bluetooth music, USB to phone dongle is poorly designed (it's too short and requires an extension cord for your phone).",4,2014," Audi R8 Convertible V8 quattro Spyder 2dr Convertible AWD (4.2L 8cyl 6M)"
"424",2014-01-27,"reality5","2014 Audi R8 Coupe V8 quattro 2dr Coupe AWD (4.2L 8cyl 7AM)","Finally the S Tronic","This is the 4th R8 I have owned & it is by far the best . Dumped my 012 V10 R-Tronicblack optic edition for a 2014 V8 w/ S -Tronic . I love this car , smooth , powerful & sounds great . Comfortable for longer drives it is like they say.. an every day sports car .Gets a lot of attention when I park it , people love the car .",4.75,2014," Audi R8 Coupe V8 quattro 2dr Coupe AWD (4.2L 8cyl 7AM)"
"425",2015-11-23,"Walter Conn","2011 Audi R8 Coupe 5.2 quattro 2dr Coupe AWD (5.2L 10cyl 6AM)","Love my R8","I bought it used, and feel I definitely got a good bang for the buck. It's a gorgeous car that turns heads, even though I couldn't care less about that. It's of course a super car, and the performance, handling and braking are fantastic. What's different is that in the regular settings, this car is far more driveable than many high performance cars. It's very comfortable, and could easily be a daily driver, whereas many of the others in this category beat your kidneys and back up. I love the car and plan on keeping it for many years. I've had almost zero mechanical issues in two years, and just really enjoy it.",5,2011," Audi R8 Coupe 5.2 quattro 2dr Coupe AWD (5.2L 10cyl 6AM)"
"426",2011-07-14,"mpyles1","2011 Audi R8 Coupe 5.2 quattro 2dr Coupe AWD (5.2L 10cyl 6M)","So close to perfect . . .","I took delivery of my first R8 in Jan 2008 and of my second (V10) in July 2010.Both are amazing machines, giving an average driver such as me a sense of control over the car and safety in aggressive driving that I have never experienced in other cars.If you want to beat every car you'll ever meet at a stoplight off the line, this is the not the car for you.Several Porsches, a few V12 Italians, and even one Cadillac and one Corvette can do it, even with the V10.But none do it with this combination of speed, control, safety, looks and noise -- undoubtably the best-executed set of inevitable design tradeoffs automotive engineers have ever pulled off.",4.75,2011," Audi R8 Coupe 5.2 quattro 2dr Coupe AWD (5.2L 10cyl 6M)"
"427",2011-02-23,"vinestain","2011 Audi R8 Coupe 4.2 quattro 2dr Coupe AWD (4.2L 8cyl 6M)","R8 4.2","I shopped the R8 v the Porsche GT3 and while hardcore fans will think i made the wrong choice, the GT3 was jst too extreme to be enjoyed otherwise than the track.The R8 is so enjoyable as a daily drive that trns heads.Let's be honest, nobody gives a darn abot a porsche.One drawback to the porsches classical styling and the sbtle changes over the last 50 years is that nobody cares.The R8?Snaps necks everywhere yo go.This car is so mch more beatifl in person and it backs that up with amazing performance.I considered the V10 bt becase of the car press' comments that the 4.2 is nderpowered...it is not.Perfectly balanced car",4.75,2011," Audi R8 Coupe 4.2 quattro 2dr Coupe AWD (4.2L 8cyl 6M)"
"428",2018-02-16,"don jacobs","2018 Audi S7 Sedan Prestige quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM)","Fun S7","Great all around car....sporty but very flexible....can haul...people or lots of stuff . I have a 2016 A7 and just wanted to try the S7. My biggest complaint is on all cars now ....the auto turn off when you are stopped...You can cancel this feature but the car defaults to it every time you shut the car off.",5,2018," Audi S7 Sedan Prestige quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM)"
"429",2017-03-24,"AudiDriver","2017 Audi S7 Sedan Prestige quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM)","New S7","Had A7 for 2 years, excellent car! Bought a 2017 S7 loaded. WOW! Amazing vehicle...   Worth every penny.",5,2017," Audi S7 Sedan Prestige quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM)"
"430",2016-08-27,"joe DeNicholas","2017 Audi S7 Sedan Premium Plus quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM)","Stealth Performer","This is a beautiful looking and performing 4 door sedan. Acceleration is effortless especially with the twin clutch transmission.  The S  version is the way to go with every Audi model. S7 sport package option is a must to maximize performance and black optics package provides a more aggressive look.",5,2017," Audi S7 Sedan Premium Plus quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM)"
"431",2013-08-11,"larryinbh","2013 Audi S7 Sedan Prestige quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM)","S7 Heaven","I have had my S7 for two weeks now and it is an amazing vehicle.I just got rid of my Porsche 911 as I decided I needed a little more refinement with my driving experience.The S7 is explosively powerful, quiet, nimble and incredibly fun to drive.The blend of driving performance, technology and comfort is astonishing and I could not be happier in this car.I get more stares and more comments on my S7 than I ever did on my 911 and that is something a car nut like myself also appreciates ... people say ""I love your car"" and I say ""So do I, thanks!""",4.875,2013," Audi S7 Sedan Prestige quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM)"
"432",2013-06-30,"rxs7","2013 Audi S7 Sedan Prestige quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM)","Luxury Sport Sedan","As a driving/car enthusiast the S7 is the best of both worlds. Refined and luxurious interior, powerful turbine like engine. Automated manual tranmission can be driven as smoothly as an automatic, or as aggressively as any high performance manual trans would allow.Test drove Porche Panamera 4S. Same performance with better fuel economy and less costly maintenance and sticker price. Power and speed are deceiving due to flat torque curve almost throughout entire rpm range. Launch control is houligan's delight. Got back into my wife's MDX and thought the parking brake was on when accelerating. Smooth powerful brakes. Car drives like a smaller and lighter vehicle than what it is.  June 2016  Alas this sexy Lookong vehicle's lease has expired.  3 years later not one defect.  20 inch rims are delicate and not strong enough for NJ winters.  Routine maintenace costs are 2-3 Times more expensive than similar Asian vehicles.  Car is very roomy with hatch adding utility.  Engine is detuned so as not to compete with S8 it RS7 even though mechanically similar. Some engineering oversights such as rear seats cannot be locked , radio goes on Automatically every time you start the car, hatch cannot be closed with remote, Windows and sunroof cannot be opened with key fob on hot days.",5,2013," Audi S7 Sedan Prestige quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM)"
"433",2015-12-20,"Mike McQ","2016 Audi S7 Sedan quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM)","The S7 is a Sexy High Performance Machine","I love this car! Smooth, smooth and smooth. Fast, smart tech, quiet, and great gas mileage for a 4.0 twin turbo.  0-60 in 3.9. The European delivery was excellent! A couple of small things I would recommend to Audi: 1. Clockwise should be zoom in on the nav, not zoom out.  It's counterintuitive. 2. After I hit the start/stop button to turn off the engine, the home link won't activate the garage door. 3. No S7 rubber door mats, just with A7 logo.  Getting in/out of the rear seats is fine, for some reason other reviews think this is cramped and it really isn't.  I've had it for two years and still love it.",5,2016," Audi S7 Sedan quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM)"
"434",2015-09-07,"G.G.","2016 Audi S7 Sedan quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM)","Daily Commuter with Benefits","Absolutely love this car. Has been performing well as a daily commuter, but has the power and performance when I have a chance to push it.",5,2016," Audi S7 Sedan quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM)"
"435",2018-07-11,"Mary V","2014 Audi S7 Sedan quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM)","YEEEESSSSSS-7!","Absolutely love the fit & finish of this car!  The silver leather quilted interior is excellent, and I get a lot of compliments on it. But the best thing is the acceleration and handling. It has all that, and more!  Fabulously smooth turbos will put you back into your seat. The only downside is the cost of maintenance-$1900 for the 35k service? Really?!?  For essentially a tune up and filter replacement?  That, and the fact that after three years, and only 15,000 additional miles, the car I paid $65k for from the dealer's wife is only worth half of that.  I truly expected it to hold its value better.   But I do love the car.",5,2014," Audi S7 Sedan quattro 4dr Sedan AWD (4.0L 8cyl Turbo 7AM)"
